id,firstname,lastname,university,university_shortname,university_city,functions,organization,organization_sector
1244,Thierry,Carrel,Uni Bern,UBE,Bern,NA,Mobiliar Genossenschaft,Financial industry & insurances
1245,Thierry,Volery,Uni St. Gallen,USG,Saint Gallen,Vorsitzender des Beirats,EXIST – Existenzgründungen aus der Wissenschaft,"Commerce, trade & services"
1246,Thierry,Volery,Uni St. Gallen,USG,Saint Gallen,Honorary Research Fellow,University of Western Australia Business School,Education & research
1247,Thierry,Volery,Uni St. Gallen,USG,Saint Gallen,Mitglied des Beirats,Forum BGM – Betriebliches Gesundheitsmanagement Ostschweiz,Pharma & health
1248,Thomas,Dyllick,Uni St. Gallen,USG,Saint Gallen,Beirat,SQS Software Quality Systems (Schweiz) AG,"Consulting, public relations, legal & trust"
1249,Thomas,Berndt,Uni St. Gallen,USG,Saint Gallen,Mitglied im Fachbeirat,Zeitschrift für Corporate Governance (ZCG),Media & communication
1250,Thomas,Dyllick,Uni St. Gallen,USG,Saint Gallen,Kommanditist,Brenzinger Grundstücksverwaltungs KG,"Commerce, trade & services"
1251,Thomas,Epper,Uni St. Gallen,USG,Saint Gallen,Department of Economics,Universität Zürich,Education & research
1252,Thomas,Friedli,Uni St. Gallen,USG,Saint Gallen,Dozent Qualitäts- und Prozessmanagement,EMBA,Education & research
1253,Thomas,Friedli,Uni St. Gallen,USG,Saint Gallen,Dozent Qualitäts- und Prozessmanagement,SMBS,Education & research
1254,Thomas,Friedli,Uni St. Gallen,USG,Saint Gallen,Dozent Qualitäts- und Prozessmanagement,Universität Salzburg,Education & research
1255,Thomas,Friedli,Uni St. Gallen,USG,Saint Gallen,Mitglied strategisches Advisory Board,RUAG,"Industry, construction & agriculture"
1256,Thomas,Friedli,Uni St. Gallen,USG,Saint Gallen,Verwaltungsrat,Schuh & Co.,"Consulting, public relations, legal & trust"
1257,Thomas,Geiser,Uni St. Gallen,USG,Saint Gallen,NA,Rehaklinik Heiligenschwendi,Pharma & health
1258,Thomas,Hunkeler,Uni Freiburg,UFR,Fribourg,Jurypräsident,Kollegium Gambach,Education & research
1259,Thomas,Hunkeler,Uni Freiburg,UFR,Fribourg,Mitglied der Fachkommission & Jurymitglied,Pro Helvetia,"Society, Social, Culture & Sports"
1260,Thomas,Hunkeler,Uni Freiburg,UFR,Fribourg,Mitglied des Stiftungsrates,Bell AG,"Industry, construction & agriculture"
1261,Thomas,Hunkeler,Uni Freiburg,UFR,Fribourg,Mitglied des Stiftungsrates,Holcim-Stiftung zur Förderung der wissenschaftlichen Fortbildung,"Commerce, trade & services"
1262,Thomas,Hunkeler,Uni Freiburg,UFR,Fribourg,Mitglied des Wissenschaftsrates,FNRS,Pharma & health
1263,Thomas,Keller,ETH Lausanne,EPF,Lausanne,Conseil d'administration (jusqu'au 31.12.2014),"F.J. Aschwanden AG, Lyss","Commerce, trade & services"
1264,Thomas,Keller,ETH Lausanne,EPF,Lausanne,Mandat d'expert pour un pont en matériaux composites,Canton de Tessin,"Politics, administration, justice system & security sector"
1265,Thomas,Koller,Uni Bern,UBE,Bern,NA,Fondation Gustave Dubois als Vertretung der RW Fak.,Education & research
1266,Thomas,Mountford,ETH Lausanne,EPF,Lausanne,Visit to UFRJ Rio Brésil,UFRJ,Education & research
1267,Thomas,Dyllick,Uni St. Gallen,USG,Saint Gallen,Berater,BSL Lausanne,Education & research
1268,Thomas,Berndt,Uni St. Gallen,USG,Saint Gallen,Ständiger Mitarbeiter,Zeitschrift Betriebs-Berater (BB),Media & communication
1269,Thomas,Berndt,Uni St. Gallen,USG,Saint Gallen,Verwaltungsratspräsident,"equia AG, Zürich","Consulting, public relations, legal & trust"
1270,Thomas,Bieger,Uni St. Gallen,USG,Saint Gallen,Mitglied,Genossenschaft Olma Messen St. Gallen,"Industry, construction & agriculture"
1271,Thomas,Bieger,Uni St. Gallen,USG,Saint Gallen,Präsident,SBB Forschungsfonds,Education & research
1272,Thomas,Bieger,Uni St. Gallen,USG,Saint Gallen,Stiftungsrat,Dr. Heinrich Wachter zur Förderung der wissenschaftlichen Forschung an der Hochschule St. Gallen für Wirtschafts- und Sozialwissenschaften,Education & research
1273,Thomas,Bieger,Uni St. Gallen,USG,Saint Gallen,Stiftungsrat,ITS Foundation. International Tourism Symposium,"Commerce, trade & services"
1274,Thomas,Bieger,Uni St. Gallen,USG,Saint Gallen,Stiftungsrat,Max Schmidheiny zugunsten der Universität St. Gallen und ihrer Institute,Education & research
1275,Thomas,Bieger,Uni St. Gallen,USG,Saint Gallen,Stiftungsrat,St. Galler Stiftung für Internationale Studien,Education & research
1276,Thomas,Bieger,Uni St. Gallen,USG,Saint Gallen,Stiftungsrat,Swiss Luftfahrtstiftung,"Energy, environment & mobility"
1277,Thomas,Bieger,Uni St. Gallen,USG,Saint Gallen,Verwaltungsratspräsident,Jungfraubahn Holding AG,"Energy, environment & mobility"
1278,Thomas,Bieger,Uni St. Gallen,USG,Saint Gallen,Verwaltungsratspräsident,Jungfraubahnen Management AG,"Energy, environment & mobility"
1279,Thomas,Bieger,Uni St. Gallen,USG,Saint Gallen,Verwaltungsratspräsident,Schweizer Gesellschaft für Hotelkredit,"Commerce, trade & services"
1280,Thomas,Bieger,Uni St. Gallen,USG,Saint Gallen,Verwaltungsratsvizepräsident,Bergbahnen Disentis,"Energy, environment & mobility"
1281,Thomas,Dyllick,Uni St. Gallen,USG,Saint Gallen,Aufsichtsrat,oekom Research AG,Financial industry & insurances
1282,Thomas,Rizzo,ETH Lausanne,EPF,Lausanne,Panel Chair for ERC PE4 panel,"ERC, Brussels",Education & research
1283,Thomas,Rudolph,Uni St. Gallen,USG,Saint Gallen,Verwaltungsrat,McOptik,"Commerce, trade & services"
1284,Thomas,Rudolph,Uni St. Gallen,USG,Saint Gallen,Verwaltungsrat,Migros,"Commerce, trade & services"
1285,Thomas,Rudolph,Uni St. Gallen,USG,Saint Gallen,Verwaltungsrat,Otto's,"Commerce, trade & services"
1286,Thomas,Stocker,Uni Bern,UBE,Bern,NA,Johanna Dürmüller-Bol Stiftung,"Society, Social, Culture & Sports"
1287,Thomas,Stocker,Uni Bern,UBE,Bern,NA,Nachhaltigkeitsbeirat Swisscanto,"Energy, environment & mobility"
1288,Thomas,Szucs,Uni Zürich,UZH,Zurich,Mitglied des Aufsichtsrats,"Biovertis AG, Wien",Pharma & health
1289,Thomas,Szucs,Uni Zürich,UZH,Zurich,Mitglied des Spitalrats,Kantonsspital Uri,Pharma & health
1290,Thomas,Szucs,Uni Zürich,UZH,Zurich,Präsident des Verwaltungsrates,"Helsana AG, Dübendorf",Pharma & health
1291,Thomas,Vogel,ETH Zürich,ETH,Zurich,NA,Albert Lück-Stiftung,Education & research
1292,Thomas,Vogel,ETH Zürich,ETH,Zurich,NA,Erich Degen-Stiftung,Education & research
1293,Thomas Markus,Zellweger,Uni St. Gallen,USG,Saint Gallen,Verwaltungsrat,Hasler Transport AG,"Energy, environment & mobility"
1294,Thomas Markus,Zellweger,Uni St. Gallen,USG,Saint Gallen,Verwaltungsrat,Tisca Tiara AG,"Industry, construction & agriculture"
1295,Thomas Markus,Zellweger,Uni St. Gallen,USG,Saint Gallen,Verwaltungsrat,Welz AG,"Industry, construction & agriculture"
1296,Till,Förster,Uni Basel,UBA,Basel,Mitglied des Stiftungsrates,Basel Institute on Governance,"Politics, administration, justice system & security sector"
1297,Titus Andreas,Jenny,Uni Freiburg,UFR,Fribourg,Analyse von Spektren für dritte,Unbekannt,Not classifiable
1298,Tobias,Schneider,ETH Lausanne,EPF,Lausanne,Phase-out of independent Max-Planck Research Group until 12/2014,"MPIDS, Germany",Education & research
1299,Tobias,Mettler,Uni St. Gallen,USG,Saint Gallen,Associate Partner,BEG & Partners,"Consulting, public relations, legal & trust"
1300,Tobias,Nef,Uni Bern,UBE,Bern,NA,Alterniity GmbH,Technology
1301,Tomi,Laamanen,Uni St. Gallen,USG,Saint Gallen,Gutachtertätigkeit,Unbekannt,Not classifiable
1302,Tomi,Laamanen,Uni St. Gallen,USG,Saint Gallen,Member of the Board,Oy Halton Group Ltd,"Industry, construction & agriculture"
1303,Tomi,Laamanen,Uni St. Gallen,USG,Saint Gallen,Chairman of the Board,Stratwin AG,"Consulting, public relations, legal & trust"
1304,Torsten,Schwede,Uni Basel,UBA,Basel,Mitglied des Board of Directors,"SIB Swiss Institute of Bioinformatics, Lausanne",Education & research
1305,Torsten,Tomczak,Uni St. Gallen,USG,Saint Gallen,Mitglied des Verwaltungsrats,Ammarkt,"Consulting, public relations, legal & trust"
1306,Torsten,Tomczak,Uni St. Gallen,USG,Saint Gallen,Vorstandsmitglied,Schweizerische Gesellschaft für Marketing,Media & communication
1307,Torsten,Braun,Uni Bern,UBE,Bern,Mitglied des Stiftungsrats und dessen Ausschuss,SWITCH,Technology
1308,Tosso,Leeb,Uni Bern,UBE,Bern,NA,Albert-Heim-Stiftung,"Society, Social, Culture & Sports"
1309,Ulrich,Maurer,ETH Zürich,ETH,Zurich,Geschäftsführer,ATG Advanced Technology Group GmbH,"Consulting, public relations, legal & trust"
1310,Ulrich,Maurer,ETH Zürich,ETH,Zurich,VR-Mandat,InfoSec Global (Schweiz) AG,Media & communication
1311,Ulrich,Mosch,Uni Genf,UGE,Geneva,Membre du conseil scientifique,HEM Bâle,Education & research
1312,Ulrich,Mosch,Uni Genf,UGE,Geneva,Membre du conseil,HEM Genève,Education & research
1313,Ulrich Alois,Weidmann,ETH Zürich,ETH,Zurich,VR-Mandat,systransis AG,Technology
1314,Ulrich Alois,Weidmann,ETH Zürich,ETH,Zurich,VR-Mandat,VBG Verkehrsbetriebe Glattal AG,"Energy, environment & mobility"
1315,Ulrich Alois,Weidmann,ETH Zürich,ETH,Zurich,VR-Mandat,Verkehrsbetrieb LIECHTENSTEINmobil,"Energy, environment & mobility"
1316,Urs,Brägger,Uni Bern,UBE,Bern,NA,ub-invent GmbH,Pharma & health
1317,Urs,Bertschinger,Uni St. Gallen,USG,Saint Gallen,Partner,Prager Dreifuss AG,"Consulting, public relations, legal & trust"
1318,Urs Peter,Mosimann,Uni Bern,UBE,Bern,NA,Stiftung Diaconis Bern,Pharma & health
1319,Ursula,Wolf,Uni Bern,UBE,Bern,Course Director,EuroPCR,Pharma & health
1320,Ursula,Wolf,Uni Bern,UBE,Bern,NA,"Paracelsus-Spital Richterswil, ZH",Pharma & health
1321,Ursula,Wolf,Uni Bern,UBE,Bern,Section Editor,UpToDate,Pharma & health
1322,Ursula,Wolf,Uni Bern,UBE,Bern,Stiftungsrat,REHA Klinik Heiligenschwendi,Pharma & health
1323,Ursula,Röthlisberger,ETH Lausanne,EPF,Lausanne,"Associate Editor, American Chemical Society Journal Journal of Chemical Theory and Computation","American Chemical Society, Washington, USA",Education & research
1324,Ursula,Röthlisberger,ETH Lausanne,EPF,Lausanne,Head of the sub panel Life Sciences of the PRACE Access Committee,"PRACE AISBL, Brussels, Belgium",Education & research
1325,Ursula,Röthlisberger,ETH Lausanne,EPF,Lausanne,Member of the Board,Chemical Physics Letters - Elsevier,Media & communication
1326,Ursula,Röthlisberger,ETH Lausanne,EPF,Lausanne,Member of the Editorial Board,"Journal of Physics D: Applied Physics, UK",Media & communication
1327,Ursula,Röthlisberger,ETH Lausanne,EPF,Lausanne,Member of the Scientific Advisory Committee as part of the selection of CECAM workshop annual program,"Centre Européen de Calcul Atomique et Moléculaire (CECAM), Lausanne, CH",Education & research
1328,Ursula,Röthlisberger,ETH Lausanne,EPF,Lausanne,Panel member for the ERC Starting grant 2014 PE4,"European Research Council, Brussels, Belgium",Education & research
1329,Ursula,Wolf,Uni Bern,UBE,Bern,Associated Editor,Journal of the American College of Cardiology Cardiovascular Interventions,Pharma & health
1330,Ursula,Wolf,Uni Bern,UBE,Bern,Board Member,European Association of Percutaneous Cardiovascular Intervention (EAPCI),Pharma & health
1331,Ursula,Wolf,Uni Bern,UBE,Bern,Board Member,European Society of Cardiology (ESC),Pharma & health
1332,Valentin,Djonov,Uni Bern,UBE,Bern,NA,SWISSENDOS Stiftungsrat,Pharma & health
1333,Vassily,Hatzimanikatis,ETH Lausanne,EPF,Lausanne,Consulting,"AMYRIS, California, USA",Technology
1334,Vassily,Hatzimanikatis,ETH Lausanne,EPF,Lausanne,Consulting,"Gevo, Colorado, USA","Energy, environment & mobility"
1335,Vassily,Hatzimanikatis,ETH Lausanne,EPF,Lausanne,Consulting,"TOTAL, Paris, France","Commerce, trade & services"
1336,Vincent,Kaufmann,ETH Lausanne,EPF,Lausanne,Charge d'enseignement (7h),Université catholique de Louvain-la-Neuve (B),Education & research
1337,Vincent,Kaufmann,ETH Lausanne,EPF,Lausanne,Associé dans un bureau d'étude,"Gt-bureau de recherche, Paris",Education & research
1338,Vincent,Kaufmann,ETH Lausanne,EPF,Lausanne,Chronique mensuelle,"Migros Magazine, Zürich",Media & communication
1339,Vito,Roberto,Uni St. Gallen,USG,Saint Gallen,Verwaltungsratspräsident,Precious Capital AG,Financial industry & insurances
1340,Vito,Roberto,Uni St. Gallen,USG,Saint Gallen,Konsulent,Baker & McKenzie,"Consulting, public relations, legal & trust"
1341,Vito,Roberto,Uni St. Gallen,USG,Saint Gallen,Stiftungsrat,HSG Stiftung,Education & research
1342,Volkan,Cevher,ETH Lausanne,EPF,Lausanne,Faculty Fellow,"Rice University, Houston, Texas",Education & research
1343,Walter,Brenner,Uni St. Gallen,USG,Saint Gallen,Informatik-Lenkungsausschuss,Landesregierung Vorarlberg,"Politics, administration, justice system & security sector"
1344,Walter,Leimgruber,Uni Freiburg,UFR,Fribourg,Präsident,Eidgenössische Kommission für Migrationsfragen,"Politics, administration, justice system & security sector"
1345,Walter,Brenner,Uni St. Gallen,USG,Saint Gallen,Beratungstätigkeit,ITMC AG,Technology
1346,Walter,Brenner,Uni St. Gallen,USG,Saint Gallen,Verwaltungsratspräsident,ITMP AG,"Consulting, public relations, legal & trust"
1347,Walter,Perrig,Uni Bern,UBE,Bern,NA,Seniorenuniversität Bern,Education & research
1348,Walter,Perrig,Uni Bern,UBE,Bern,NA,Rochester Bern Foundation Board,Education & research
1349,Walter Hans Jakob,Kaufmann,ETH Zürich,ETH,Zurich,VR-Mandat,dsp Ingenieure & Planer AG,"Commerce, trade & services"
1350,Werner,Strik,Uni Bern,UBE,Bern,NA,Psychiatriemuseum Bern,"Society, Social, Culture & Sports"
1351,Wilhelm,Krek,ETH Zürich,ETH,Zurich,VR-Mandat,ProteoMediX AG,Technology
1352,Wilhelm,Gruissem,ETH Zürich,ETH,Zurich,VR-Mandat,Nebion AG,Technology
1353,William,Curtin,ETH Lausanne,EPF,Lausanne,"Editor-in-Chief (no contract, modest honorarium for professional activity)","Modelling and Simulation in Materials Sci. and Eng., Inst. of Physics, UK",Education & research
1354,William,Curtin,ETH Lausanne,EPF,Lausanne,Adjunct Professor (collaborations on US-funded research. Currently 10% is charged to one grant),"School of Engineering, Brown University",Education & research
1355,William,Curtin,ETH Lausanne,EPF,Lausanne,Scientific Advisory Board (2 days/year + some report writing),"A*star Singapore, Inst. High Performance Computing",Education & research
1356,Willy,Zwaenepoel,ETH Lausanne,EPF,Lausanne,Chief Scientist,"BugBuster SA, Lausanne",Technology
1357,Willy,Zwaenepoel,ETH Lausanne,EPF,Lausanne,Advisory Board,Nutanix Inc. San Jose,Technology
1358,Willy,Zwaenepoel,ETH Lausanne,EPF,Lausanne,Advisory Board,"Typesafe, Inc. Lausanne",Technology
1359,Willy,Zwaenepoel,ETH Lausanne,EPF,Lausanne,Advisory board,SPartners Asia (Hongkong),"Society, Social, Culture & Sports"
1360,Willy,Zwaenepoel,ETH Lausanne,EPF,Lausanne,Advisory Board,"Midokura, Japan",Technology
1361,Wolfgang,Jenewein,Uni St. Gallen,USG,Saint Gallen,Mitglied des Verwaltungsrats,Leadership & Endurance AG,"Consulting, public relations, legal & trust"
1362,Wulfram,Gerstner,ETH Lausanne,EPF,Lausanne,Scientific advisory board,"Center for Integrative Neuroscience (CIN), University of Tübingen",Education & research
1363,Xile,Hu,ETH Lausanne,EPF,Lausanne,"Consulting of chemical research, 3 hours","Syngenta Crop Protection AG, Stein",Technology
1364,Yann,Barrandon,Uni Lausanne,ULA,Lausanne,Conseil d'administration,"gyMetrics SA, Ecublens",Technology
1365,Yann,Barrandon,Uni Lausanne,ULA,Lausanne,Consultant,"A*Star IMB Biopolis, Singapour",Education & research
1366,Yusuf,Leblebici,ETH Lausanne,EPF,Lausanne,Founder,"Immersive Vision Technologies, PSE, Lausanne",Technology
1367,Yvan,Lengwiler,Uni Basel,UBA,Basel,Mitglied der Delegiertenversammlung,"Patria Genossenschaft, Basel",Financial industry & insurances
1368,Yvan,Lengwiler,Uni Basel,UBA,Basel,Mitglied des Stiftungsrates,"Max Geldner-Stiftung, Basel","Society, Social, Culture & Sports"
1369,Yvan,Lengwiler,Uni Basel,UBA,Basel,Mitglied des Stiftungsrates,Studienzentrum Gerzensee,Education & research
1370,Yvan,Lengwiler,Uni Basel,UBA,Basel,Mitglied des Verwaltungsrates,"Finanzmarktaufsicht FINMA, Bern","Politics, administration, justice system & security sector"
1371,Yves,Pigneur,Uni Lausanne,ULA,Lausanne,NA,Activités académiques,Education & research
1372,Yves,Weinand,ETH Lausanne,EPF,Lausanne,"Parlement vaudois, mission de stabilité","Canton de Vaud, Service Immeubles, Patrimoine et Logistique, Lausanne","Politics, administration, justice system & security sector"
